0,1
2020-05-06 15:32:31+00:00,"""The spends around $7.5T on health each year – almost 10% of global GDP. But the best investments are in promoting health &amp; preventing disease at the #PrimaryHealthCare level, which will save lives &amp; save money. Prevention is not only better than cure, it’s cheaper""-@DrTedros"
2020-05-06 15:31:24+00:00,"""Gaps like these don’t just undermine the health of individuals, families and communities; they also put global security and economic development at risk""-@DrTedros #COVID19 #HealthForAll"
2020-05-06 15:30:58+00:00,"""And yet, on current trends, more than 5 billion people will lack access to essential health services by 2030 – including the ability to see a health worker, access to essential medicines, and running water in hospitals""-@DrTedros #COVID19 #HealthForAll"
2020-05-06 15:30:33+00:00,"""Strong and resilient health systems are the best defence not only against outbreaks and pandemics, but also against the multiple health threats that people around the world face every day""-@DrTedros #COVID19"
2020-05-06 15:30:08+00:00,"""The #COVID19 pandemic has highlighted the importance of strong national and sub-national health systems as the foundation of global health security and universal health coverage""-@DrTedros"
2020-05-06 15:29:32+00:00,"""The risk of returning to lockdown remains very real if countries do not manage the transition extremely carefully""-@DrTedros #COVID19"
2020-05-06 15:29:16+00:00,""" that preventive measures are in place in workplaces, schools and other places where it’s essential for people to go that importation risks can be managed that communities are fully educated, engaged and empowered to adjust to the “new norm”""-@DrTedros #COVID19"
2020-05-06 15:28:17+00:00,""" that health system capacities are in place to detect, isolate, test and treat every #COVID19 case and trace every contact that outbreak risks are minimized in special settings like health facilities and nursing homes""-@DrTedros"
2020-05-06 15:27:19+00:00,"""As more & more countries consider how to ease so-called lockdown restrictions, I want to reiterate the criteria that WHO recommends countries consider: that surveillance is strong, #COVID19 cases are declining &amp; transmission is controlled""-@DrTedros"
2020-05-06 15:25:06+00:00,"""Importantly, the framework takes a “health first” approach, recognizing that strong and resilient health systems must be the foundation of recovery in all countries""-@DrTedros #COVID19"
2020-05-06 15:24:46+00:00,"""Today’s guidance complements the @UN framework for socio-economic response to #COVID19, published last week. The framework lays out a “recovery roadmap” for countries to: -protect lives &amp; livelihoods -get businesses &amp; economies up &amp; running again as soon as possible""-@DrTedros"
2020-05-06 15:23:04+00:00,"""We must address this now & in the long-term by prioritizing diagnosis & care for those who are most at risk. This is not only the right thing to do, it’s the smart thing to do. We cannot end the #COVID19 pandemic until we address the inequalities that are fueling it""-@DrTedros"
2020-05-06 15:22:12+00:00,"""It’s also vital that countries pay careful attention to the most vulnerable members of their societies. Crises can exacerbate existing inequalities, which is demonstrated in higher rates of hospitalization & death among certain populations in many countries""-@DrTedros #COVID19"
2020-05-06 15:21:40+00:00,"""For example, it suggests using telemedicine wherever possible, and leaving insecticide-treated nets for #malaria at the door of households, instead of asking people to collect them from a central location""-@DrTedros #COVID19"
2020-05-06 15:21:11+00:00,"""It includes practical recommendations for countries on sustaining essential services at the community level, leveraging community #healthworkers for the response to #COVID19 while keeping them safe &amp; advice for how to adapt services for specific diseases &amp; age groups""-@DrTedros"
2020-05-06 15:20:36+00:00,"""Today, WHO, @UNICEF and the @ifrc have published guidance for countries on how to maintain community-based health care in the context of #COVID19""-@DrTedros"
2020-05-06 15:19:20+00:00,"""Although professional #healthworkers play crucial roles, in many countries trained members of the community play a vital role in delivering essential health services like vaccination, pre-natal screening &amp; the detection, prevention &amp; management of many diseases""-@DrTedros"
2020-05-06 15:18:38+00:00,"""Around the world, the pandemic has caused severe disruption to essential health services – including to community-based health care""-@DrTedros #COVID19"
2020-05-06 15:18:20+00:00,"""However, even within regions and within countries we see divergent trends. Every country and every region needs a tailored approach. But the impact of the #COVID19 pandemic goes far beyond the numbers of cases and deaths""-@DrTedros"
2020-05-06 15:17:55+00:00,"""Although the number of #COVID19 cases reported from Western Europe is declining, more cases are being reported every day from Eastern Europe, Africa, South-East Asia, the Eastern Mediterranean and the Americas""-@DrTedros"
2020-05-06 15:17:32+00:00,"""But these are not just numbers – every single case is a mother, a father, a son, a daughter, a brother, sister or friend""-@DrTedros #COVID19"
2020-05-06 15:17:14+00:00,"""More than 3.5 million cases of #COVID19 and almost 250,000 deaths have now been reported to WHO. Since the beginning of April, an average of around 80,000 new cases have been reported to WHO every day""-@DrTedros"
2020-05-06 15:16:45+00:00,"""I’d like to welcome all Hindi-speaking journalists, and we look forward to your questions. In total, WHO press conferences are now available in 8 languages – all six @UN languages, plus Portuguese and Hindi, plus closed captions for people with hearing loss""-@DrTedros"
2020-05-06 15:15:01+00:00,Media briefing on #COVID19 with @DrTedros.
2020-05-06 14:58:05+00:00,"Assista à conferência de imprensa da OMS para conhecer as últimas informações sobre a resposta mundial à COVID19, na sua própria língua. Todas as segundas, quartas e sextas-feiras, a partir das 15 horas GMT em http://www.who.int/COVID-19"
2020-05-06 14:58:04+00:00,"Vea la rueda de prensa de la OMS (@WHO press conference) para conocer la información más actualizada sobre la respuesta mundial a la #COVID19 en su propio idioma. Todos los lunes, miércoles y viernes a partir de las 15.00 horas GMT en http://www.who.int/COVID-19"
2020-05-06 14:58:04+00:00,"Для получения самой актуальной информации о глобальной борьбе с #COVID19 следите за пресс-конференциями ВОЗ (@WHO) на вашем родном языке. По понедельникам, средам и пятницам с 15:00 по Гринвичу по адресу http://www.who.int/COVID-19"
2020-05-06 14:58:03+00:00,"Regardez la conférence de presse de @WHO pour obtenir les dernières informations sur la riposte mondiale à la #COVID19 dans votre langue. Chaque lundi, mercredi et vendredi à partir de 15 heures GMT sur http://www.who.int/COVID-19"
2020-05-06 14:58:02+00:00,用你的语言观看世卫组织新闻发布会，了解全球应对COVID-19最新动态。 每周一、三、五下午3点（格林威治标准时间）通过以下网址观看：http://www.who.int/zh/COVID-19
2020-05-06 14:51:19+00:00,شاهد المؤتمر الصحفي لمنظمة الصحة العالمية للاطلاع، بلغتك، على أحدث المستجدات عن الاستجابة العالمية لجائحة #كوفيد-19 يُعقد كل إثنين وأربعاء وجمعة من الساعة الثالثة مساء بتوقيت غرينتتش، على الرابط: http://www.who.int/COVID-19
2020-05-06 10:51:20+00:00,"Don't miss! WHO will announce the award winners of #HealthForAll Film Festival on Tues., 12 May 2020, 17h30 CEST/15h30 GMT. More https://bit.ly/3ccwb9e #Film4Health"
2020-05-06 07:55:37+00:00,"Thanks for your question. You can follow @pahowho &amp; @opsoms for information in Spanish. Also, check @OPASOMSBrasil for info in Portuguese."
2020-05-06 07:39:12+00:00,"In a little over 3 months, #COVID19 has changed the world in so many ways, bringing us closer together and reaffirming the importance of #HealthForAll. This video shows the key moments so far as WHO works with partners worldwide to fight #coronavirus and save lives."
2020-05-05 20:23:40+00:00,"On #HandHygiene Day, don't miss this story from #Pakistan: Nurses and midwives are key in showing communities how important it is to have #SafeHands https://bit.ly/2YAEess #SupportNursesAndMidwives"
2020-05-05 19:25:52+00:00,"Everyday, healthcare workers around the world are at risk. Not just from the virus, but from other people. #HealthWorkers are caring for us. Let us care for them. Be respectful. Be supportive. Be kind. #coronavirus #COVID19"
2020-05-05 18:53:21+00:00,It's #HandHygiene Day! Infection prevention and control leaders #SupportNursesAndMidwives by helping them provide clean care. #SafeHands save lives.
2020-05-05 18:18:35+00:00,"Let’s unite to ensure women, girls and midwives everywhere have equal rights and equal opportunities. #MidwivesDay http://bit.ly/2SdGnHq"
2020-05-05 17:26:11+00:00,"It's #HandHygiene Day! Policy makers, please #SupportNursesAndMidwives: - Increase staffing levels to prevent infections and improve quality of care -Create the means to empower nurses and midwives. #SafeHands save lives."
